created_at,entry_id,temperature,humidity,treadmill,elliptical_trainer,stationary_bike,rowing_machine
2024-10-28 09:49:07 UTC,104,21.36,50.19461946514621,2.0,1.0,4.0,
2024-10-28 09:49:28 UTC,105,21.36,50.19461946514621,1.0,2.0,3.0,
2024-10-28 09:49:52 UTC,106,21.46,50.55485427596273,0.0,3.0,4.0,
2024-10-28 09:54:05 UTC,107,,,4.0,,,
2024-10-28 09:54:25 UTC,108,21.96,50.2839813545403,4.0,5.0,5.0,
2024-10-28 09:54:45 UTC,109,21.86,50.5248919819047,3.0,4.0,6.0,
2024-10-28 09:55:06 UTC,110,21.76,50.802372928816936,4.0,5.0,6.0,
2024-10-28 09:55:26 UTC,111,21.76,50.802372928816936,5.0,6.0,7.0,
2024-10-28 09:55:44 UTC,112,21.66,50.67695695445272,4.0,6.0,6.0,
2024-10-28 09:56:03 UTC,113,21.66,50.67695695445272,4.0,7.0,5.0,
2024-10-28 09:56:18 UTC,114,21.56,50.26487156691056,3.0,6.0,5.0,
2024-10-28 09:56:33 UTC,115,21.56,50.26487156691056,2.0,6.0,4.0,
2024-10-28 09:56:49 UTC,116,21.46,50.20458240453643,2.0,7.0,3.0,
2024-10-28 09:57:07 UTC,117,21.56,50.05341591367991,3.0,7.0,3.0,
2024-10-28 09:57:32 UTC,118,21.56,50.05341591367991,2.0,5.0,4.0,
2024-10-28 10:07:15 UTC,119,,,5.0,,,
2024-10-28 10:07:31 UTC,120,22.05,50.1347920389962,5.0,6.0,6.0,
2024-10-28 10:07:50 UTC,121,22.05,49.70792162186789,6.0,7.0,6.0,
2024-10-28 10:08:07 UTC,122,22.05,49.70792162186789,5.0,8.0,7.0,
2024-10-28 10:08:24 UTC,123,22.05,49.21829345600644,6.0,7.0,8.0,
2024-10-28 10:08:44 UTC,124,22.05,49.21829345600644,7.0,6.0,9.0,
2024-10-28 10:09:05 UTC,125,22.05,49.5425206844144,8.0,5.0,8.0,
2024-10-28 10:09:21 UTC,126,22.05,49.26754751118497,7.0,5.0,9.0,
2024-10-28 10:09:37 UTC,127,22.05,49.26754751118497,7.0,6.0,8.0,
2024-10-28 10:11:15 UTC,128,21.75,50.29954650876522,,,,
2024-10-28 10:21:25 UTC,129,,,,,7.0,
2024-10-28 10:21:44 UTC,130,20.08,50.24989715318785,4.0,5.0,7.0,
2024-10-28 10:22:02 UTC,131,20.08,50.24989715318785,3.0,4.0,6.0,
2024-10-28 10:22:53 UTC,132,,,,,5.0,
2024-10-28 10:23:12 UTC,133,19.99,50.0519328674431,6.0,5.0,5.0,
2024-10-28 10:23:31 UTC,134,19.99,50.0519328674431,7.0,4.0,6.0,
2024-10-28 10:23:52 UTC,135,20.09,49.744130265822704,6.0,4.0,5.0,
2024-10-28 10:24:12 UTC,136,20.09,49.744130265822704,7.0,3.0,4.0,
2024-10-28 10:24:27 UTC,137,20.19,49.84472600993526,7.0,2.0,3.0,
2024-10-28 10:24:43 UTC,138,20.29,50.324887770884,8.0,3.0,3.0,
2024-10-28 10:26:46 UTC,139,,,4.0,,,
2024-10-28 10:27:07 UTC,140,20.32,49.4439647625831,3.0,4.0,4.0,
2024-10-28 10:27:23 UTC,141,20.32,49.4439647625831,3.0,5.0,3.0,
2024-10-28 10:27:39 UTC,142,20.22,49.21587965697293,4.0,6.0,3.0,
2024-10-28 10:27:58 UTC,143,20.22,49.21587965697293,5.0,6.0,2.0,
2024-10-28 10:28:17 UTC,144,20.32,48.98879223529188,6.0,7.0,1.0,
2024-10-28 10:28:33 UTC,145,20.42,49.482738037148906,6.0,6.0,2.0,
2024-10-28 10:28:49 UTC,146,20.42,49.482738037148906,5.0,5.0,2.0,
2024-10-28 10:29:08 UTC,147,20.52,49.20822933278841,6.0,5.0,3.0,
2024-10-28 10:29:29 UTC,148,20.62,48.91516549079101,6.0,6.0,4.0,
2024-10-28 10:29:50 UTC,149,20.62,48.91516549079101,7.0,5.0,5.0,
2024-10-28 10:30:07 UTC,150,20.72,48.74789081279164,8.0,4.0,5.0,
2024-10-28 10:30:25 UTC,151,20.72,48.74789081279164,7.0,5.0,6.0,
2024-10-28 10:30:43 UTC,152,20.82,49.231488923516565,8.0,5.0,5.0,
2024-10-28 17:17:27 UTC,153,19.68,49.78212007392912,,,,
2024-10-28 17:17:51 UTC,154,19.68,49.78212007392912,4.0,5.0,3.0,
2024-10-28 17:18:11 UTC,155,19.58,50.08940480874261,5.0,4.0,2.0,
2024-10-28 17:18:27 UTC,156,19.48,49.92527284051502,6.0,4.0,2.0,
2024-10-28 17:18:42 UTC,157,19.48,49.92527284051502,7.0,5.0,1.0,
2024-10-28 17:18:58 UTC,158,19.38,50.00562921606977,7.0,6.0,1.0,
2024-10-28 17:19:18 UTC,159,19.38,50.00562921606977,8.0,7.0,-1.0,
2024-10-28 17:19:39 UTC,160,19.28,50.45469059074374,9.0,6.0,0.0,
2024-10-28 17:19:58 UTC,161,19.18,50.58525169231618,8.0,7.0,0.0,
2024-10-28 17:20:15 UTC,162,19.18,50.58525169231618,9.0,6.0,-1.0,
2024-10-28 17:20:32 UTC,163,19.08,50.83126381804272,10.0,6.0,-2.0,
2024-10-28 17:20:53 UTC,164,19.08,50.83126381804272,11.0,7.0,-3.0,
2024-10-28 17:21:10 UTC,165,18.98,51.32213896309961,11.0,8.0,-4.0,
2024-10-28 17:21:26 UTC,166,18.98,51.32213896309961,12.0,7.0,-4.0,
2024-10-28 17:21:45 UTC,167,18.88,51.147835212265285,13.0,6.0,-5.0,
2024-10-28 17:22:00 UTC,168,18.78,51.204728858966725,14.0,6.0,-6.0,
2024-10-28 17:22:16 UTC,169,18.78,51.204728858966725,14.0,7.0,-7.0,
2024-10-28 17:22:31 UTC,170,18.68,51.53162137409272,15.0,8.0,-7.0,
2024-10-28 17:22:47 UTC,171,18.68,51.53162137409272,14.0,8.0,-6.0,
2024-10-28 17:23:06 UTC,172,18.78,51.29712880462712,13.0,9.0,-5.0,
2024-10-28 17:23:25 UTC,173,18.78,51.29712880462712,14.0,10.0,-6.0,
2024-10-28 17:23:46 UTC,174,18.88,51.565603326219126,13.0,9.0,-7.0,
2024-10-28 17:24:02 UTC,175,18.98,51.87410837184557,13.0,10.0,-8.0,
2024-10-28 17:24:19 UTC,176,18.98,51.87410837184557,14.0,11.0,-7.0,
2024-10-28 17:24:34 UTC,177,18.88,51.82277439457606,13.0,10.0,-7.0,
2024-10-28 17:24:51 UTC,178,18.88,51.82277439457606,14.0,10.0,-8.0,
2024-10-28 17:25:15 UTC,179,18.78,51.37397514317736,13.0,9.0,-7.0,
2024-10-28 17:25:30 UTC,180,18.78,51.37397514317736,13.0,8.0,-8.0,
2024-10-28 17:25:46 UTC,181,18.68,51.85148370648479,12.0,7.0,-8.0,
2024-10-28 17:26:02 UTC,182,18.58,51.9634474163599,12.0,7.0,-7.0,
2024-10-28 17:26:19 UTC,183,18.58,51.9634474163599,11.0,8.0,-6.0,
2024-10-28 17:26:37 UTC,184,18.68,52.170739175458486,12.0,9.0,-6.0,
2024-10-28 17:26:56 UTC,185,18.68,52.170739175458486,11.0,10.0,-7.0,
2024-10-28 17:27:15 UTC,186,18.78,51.941602242594975,10.0,11.0,-8.0,
2024-10-28 17:27:31 UTC,187,18.78,51.941602242594975,11.0,11.0,-9.0,
2024-10-28 17:27:55 UTC,188,18.88,51.463036038694135,12.0,12.0,-8.0,
2024-10-28 17:28:20 UTC,189,18.98,51.28467541906642,11.0,13.0,-7.0,
2024-10-28 17:28:42 UTC,190,19.08,51.22409353400992,10.0,12.0,-6.0,
2024-10-28 17:28:58 UTC,191,19.08,51.22409353400992,10.0,11.0,-7.0,
2024-10-28 17:29:19 UTC,192,19.18,51.62304830741806,11.0,10.0,-8.0,
2024-10-28 17:29:35 UTC,193,19.28,51.12805043647568,10.0,11.0,-8.0,
2024-10-28 17:29:51 UTC,194,19.28,51.12805043647568,11.0,11.0,-7.0,
2024-10-28 17:30:10 UTC,195,19.38,50.744907404816885,12.0,12.0,-8.0,
2024-10-28 17:30:29 UTC,196,19.38,50.744907404816885,13.0,11.0,-9.0,
2024-10-28 17:30:44 UTC,197,19.48,50.349993273432574,13.0,10.0,-8.0,
2024-10-28 17:31:00 UTC,198,19.48,50.349993273432574,14.0,11.0,-8.0,
2024-10-28 17:31:16 UTC,199,19.58,49.87206785060822,13.0,11.0,-7.0,
2024-10-28 17:31:32 UTC,200,19.58,49.87206785060822,13.0,10.0,-6.0,
2024-10-28 17:31:49 UTC,201,19.68,50.18338479432751,12.0,11.0,-5.0,
2024-10-28 17:32:05 UTC,202,19.78,50.13247604371625,13.0,11.0,-5.0,
2024-10-28 17:32:22 UTC,203,19.78,50.13247604371625,12.0,10.0,-6.0,
2024-10-28 17:32:39 UTC,204,19.88,50.138999510292486,11.0,9.0,-5.0,
2024-10-28 17:32:57 UTC,205,19.88,50.138999510292486,11.0,8.0,-6.0,
2024-10-28 17:33:13 UTC,206,19.98,50.27085216110966,12.0,7.0,-6.0,
2024-10-28 17:33:36 UTC,207,19.88,50.33156057086312,13.0,7.0,-7.0,
2024-10-28 17:33:53 UTC,208,19.88,50.33156057086312,12.0,7.0,-8.0,
2024-10-28 17:34:10 UTC,209,19.78,50.5265970341575,11.0,6.0,-7.0,
2024-10-28 17:34:30 UTC,210,19.78,50.5265970341575,10.0,7.0,-8.0,
2024-10-28 17:37:54 UTC,211,,,,3.0,,
2024-10-28 17:38:15 UTC,212,,,6.0,2.0,7.0,
2024-10-28 17:38:30 UTC,213,19.64,49.75770944691624,5.0,2.0,8.0,
2024-10-28 17:38:47 UTC,214,19.74,49.28293386452987,5.0,1.0,9.0,
2024-10-28 17:39:02 UTC,215,19.74,49.28293386452987,6.0,0.0,10.0,
2024-10-28 17:39:18 UTC,216,19.84,49.613782717992336,7.0,-1.0,10.0,
2024-10-28 17:39:37 UTC,217,19.84,49.613782717992336,6.0,-2.0,9.0,
2024-10-28 17:40:00 UTC,218,19.94,49.32477754405712,5.0,-1.0,8.0,
2024-10-28 17:40:17 UTC,219,20.04,49.63463863637145,4.0,-1.0,9.0,
2024-10-28 17:44:07 UTC,220,,,,,5.0,
2024-10-28 17:44:22 UTC,221,,,4.0,6.0,5.0,
2024-10-28 17:44:42 UTC,222,19.59,49.95725101184378,5.0,6.0,4.0,
2024-10-28 17:47:56 UTC,223,,,,5.0,,
2024-10-28 17:48:17 UTC,224,,,4.0,4.0,5.0,
