created_at,entry_id,temperature,humidity
2024-09-20 19:24:53 UTC,75,25.42,
2024-09-20 19:25:24 UTC,76,28.87,
2024-09-20 19:25:55 UTC,77,28.78,
2024-09-20 19:26:26 UTC,78,26.42,
2024-09-20 19:26:57 UTC,79,25.8,
2024-09-20 19:27:34 UTC,80,21.53,39.77
2024-09-20 19:28:05 UTC,81,28.52,33.88
2024-09-20 19:28:36 UTC,82,25.01,67.14
2024-09-20 19:29:08 UTC,83,23.39,39.45
2024-09-20 19:29:39 UTC,84,24.35,45.32
2024-09-20 19:31:46 UTC,85,18.08,32.48
2024-09-20 19:35:05 UTC,86,24.67,50.81
2024-09-20 19:35:36 UTC,87,28.91,65.23
2024-09-20 19:36:07 UTC,88,26.04,43.56
2024-09-20 19:36:38 UTC,89,27.11,41.42
2024-10-25 13:43:26 UTC,90,24.25,55.33532491292424
2024-10-25 13:46:15 UTC,91,23.96,54.99417085418038
2024-10-25 13:46:42 UTC,92,24.06,55.0203192554179
2024-10-28 09:47:17 UTC,93,24.41,54.88281538116197
2024-10-28 09:48:01 UTC,94,24.21,54.236918281028046
2024-10-28 09:48:31 UTC,95,24.11,54.34326963277755
2024-10-28 09:49:02 UTC,96,24.21,53.925618529914175
2024-10-28 09:49:32 UTC,97,24.31,53.68799919605531
2024-10-28 09:54:06 UTC,98,23.62,55.21138628223863
2024-10-28 09:54:36 UTC,99,23.52,55.17840573344932
2024-10-28 09:55:07 UTC,100,23.42,55.19470905930801
2024-10-28 09:55:38 UTC,101,23.32,55.25992693012424
2024-10-28 09:56:07 UTC,102,23.22,55.43183015619599
2024-10-28 09:56:38 UTC,103,23.12,55.09437028237332
2024-10-28 09:57:08 UTC,104,23.02,54.88382995126607
2024-10-28 09:57:38 UTC,105,22.92,54.66004514327822
2024-10-28 10:07:20 UTC,106,24.46,55.08816065135072
2024-10-28 10:07:51 UTC,107,24.56,55.49713047799395
2024-10-28 10:08:21 UTC,108,24.66,55.77269013306712
2024-10-28 10:08:51 UTC,109,24.76,55.5433929844512
2024-10-28 10:09:21 UTC,110,24.86,55.83899747330043
2024-10-28 10:11:17 UTC,111,23.73,55.05553623383749
2024-10-28 10:21:45 UTC,112,23.76,54.96921656649597
2024-10-28 10:23:13 UTC,113,23.57,55.41198930038104
2024-10-28 10:23:44 UTC,114,23.57,55.070811754127824
2024-10-28 10:24:14 UTC,115,23.57,55.34819503103588
2024-10-28 10:24:44 UTC,116,23.57,55.10748163819465
2024-10-28 10:26:58 UTC,117,23.75,55.652704666544565
2024-10-28 10:28:00 UTC,118,23.75,56.09903474325888
2024-10-28 10:28:29 UTC,119,23.75,55.77244967459612
2024-10-28 10:29:00 UTC,120,23.75,55.92080005282002
2024-10-28 10:29:30 UTC,121,23.75,55.551740502115486
2024-10-28 10:30:00 UTC,122,23.75,55.60665646293828
2024-10-28 10:30:30 UTC,123,23.75,55.615884214670864
2024-10-28 17:17:28 UTC,124,24.03,54.49209003928786
2024-10-28 17:17:58 UTC,125,24.03,54.72890228180179
2024-10-28 17:18:28 UTC,126,24.03,54.86790354156097
2024-10-28 17:18:59 UTC,127,24.03,54.38409738284266
2024-10-28 17:19:29 UTC,128,24.03,54.76536509025873
2024-10-28 17:19:59 UTC,129,24.03,55.261848306818976
2024-10-28 17:20:29 UTC,130,24.03,55.41188534886267
2024-10-28 17:21:00 UTC,131,24.03,55.261142322120826
2024-10-28 17:21:30 UTC,132,24.03,55.15281867219474
2024-10-28 17:22:00 UTC,133,24.03,55.181529069299614
2024-10-28 17:22:30 UTC,134,24.03,55.24751251823688
2024-10-28 17:23:01 UTC,135,24.03,55.25318890437889
2024-10-28 17:23:31 UTC,136,24.03,55.636217085376416
2024-10-28 17:24:01 UTC,137,24.03,55.892639242413104
2024-10-28 17:24:32 UTC,138,24.03,56.07025539577848
2024-10-28 17:25:02 UTC,139,24.03,55.624008610463385
2024-10-28 17:25:32 UTC,140,24.03,55.98690597205048
2024-10-28 17:26:03 UTC,141,24.03,55.59809291874286
2024-10-28 17:26:33 UTC,142,24.03,55.35886914091125
2024-10-28 17:27:03 UTC,143,24.03,55.58780341071485
2024-10-28 17:27:33 UTC,144,24.03,55.8356701245211
2024-10-28 17:28:04 UTC,145,24.03,55.580586646815874
2024-10-28 17:28:34 UTC,146,24.03,55.32713090856871
2024-10-28 17:29:04 UTC,147,24.03,55.06650581399486
2024-10-28 17:29:35 UTC,148,24.03,55.3827788668874
2024-10-28 17:30:05 UTC,149,24.03,55.70740360487887
2024-10-28 17:30:35 UTC,150,24.03,55.85035570108007
2024-10-28 17:31:06 UTC,151,24.03,55.6082888796755
2024-10-28 17:31:36 UTC,152,24.03,55.70172977527572
2024-10-28 17:32:06 UTC,153,24.03,56.17634286459952
2024-10-28 17:32:36 UTC,154,23.53,56.26611728020558
2024-10-28 17:33:07 UTC,155,23.03,56.228885304780334
2024-10-28 17:33:37 UTC,156,22.53,56.565312878598185
2024-10-28 17:34:07 UTC,157,22.03,56.09235043272939
2024-10-28 17:38:17 UTC,158,23.95,55.46724610672421
2024-10-28 17:38:48 UTC,159,23.95,55.61385182777904
2024-10-28 17:39:18 UTC,160,23.95,55.275035624545744
2024-10-28 17:39:48 UTC,161,23.95,55.4948167226237
2024-10-28 17:40:18 UTC,162,23.95,55.53570932445127
2024-10-28 17:44:25 UTC,163,24.42,55.35895870454193
2024-10-29 14:08:38 UTC,164,24.4,54.82530312382423
2024-10-29 14:09:08 UTC,165,24.4,54.9321168659711
2024-10-29 14:09:38 UTC,166,24.4,55.41456359905708
2024-10-29 14:10:08 UTC,167,24.4,55.02441228118663
2024-10-29 14:10:39 UTC,168,24.4,55.13390188761728
2024-10-29 14:11:09 UTC,169,24.4,55.275915230502015
2024-10-29 14:11:39 UTC,170,24.4,55.09192629439988
2024-10-29 14:12:09 UTC,171,24.4,55.26824270291137
2024-10-29 14:12:41 UTC,172,24.4,55.59193316584181
2024-10-29 14:13:11 UTC,173,24.4,55.547120021505634
2024-10-29 14:13:40 UTC,174,24.4,55.4325687037561
2024-10-29 14:14:11 UTC,175,24.4,55.297437156548895
2024-10-29 14:14:41 UTC,176,24.4,55.327757324001134
2024-10-29 14:15:11 UTC,177,24.4,55.5468443852901
2024-10-29 14:15:41 UTC,178,24.4,55.8366573655143
2024-10-29 14:16:12 UTC,179,24.4,55.745518796318514
2024-10-29 14:16:42 UTC,180,24.4,55.2859405059556
2024-10-29 14:17:12 UTC,181,24.4,55.43701078843325
2024-10-29 14:17:43 UTC,182,24.4,55.89329272194134
2024-10-29 14:18:13 UTC,183,24.4,55.57722169368164
2024-10-29 14:20:45 UTC,184,24.32,55.308909473841325
2024-10-29 14:21:16 UTC,185,24.42,54.89917531057191
2024-10-29 14:21:46 UTC,186,24.42,55.17283535484378
2024-10-29 14:22:17 UTC,187,24.42,55.25277699152576
2024-10-29 14:22:46 UTC,188,24.42,55.53004964895822
2024-10-29 14:23:17 UTC,189,24.42,55.30557936157347
2024-10-29 14:23:47 UTC,190,24.42,55.5940339592461
2024-10-29 14:24:17 UTC,191,24.42,55.6843891247173
2024-10-29 14:24:47 UTC,192,24.42,55.93819625140772
2024-10-29 14:25:17 UTC,193,24.42,55.50332506926485
2024-10-29 14:25:48 UTC,194,24.42,55.35355704206225
2024-10-29 14:26:17 UTC,195,24.42,55.03192742638254
2024-10-29 14:26:48 UTC,196,24.42,55.18949941370184
2024-10-29 14:27:18 UTC,197,24.42,55.476976126068486
2024-10-29 14:27:48 UTC,198,24.42,55.491061211649466
2024-10-29 14:28:19 UTC,199,24.42,55.38396907829076
2024-10-29 14:28:50 UTC,200,24.42,55.537945335446125
2024-10-29 14:29:20 UTC,201,24.42,55.163249811424826
2024-10-29 14:29:50 UTC,202,24.42,55.33294472441237
2024-10-29 14:30:26 UTC,203,24.42,55.67870448795859
2024-10-29 14:31:00 UTC,204,24.42,55.949676007934
2024-10-29 14:31:24 UTC,205,24.42,55.50339864134023
2024-10-29 14:32:55 UTC,206,24.42,55.39544589078405
2024-10-29 14:33:26 UTC,207,24.42,54.9684601800878
2024-10-29 14:33:53 UTC,208,24.42,54.55766532843699
2024-10-29 14:34:24 UTC,209,24.42,54.07218771003663
2024-10-29 14:34:54 UTC,210,24.42,54.027179952636814
2024-10-29 14:35:24 UTC,211,24.42,54.3760181956711
2024-10-29 14:35:54 UTC,212,24.42,54.0333267963532
2024-10-29 14:36:24 UTC,213,23.92,53.92369937321436
2024-10-29 14:36:55 UTC,214,23.42,53.98999328853396
2024-10-29 14:37:25 UTC,215,22.92,53.63885098628436
2024-10-29 14:37:55 UTC,216,22.42,53.87213520046848
2024-10-29 14:38:26 UTC,217,21.92,53.74654165584949
2024-10-29 14:38:56 UTC,218,21.42,53.80631575777273
2024-10-29 14:39:26 UTC,219,20.92,53.98539529374071
2024-10-29 14:39:57 UTC,220,20.42,54.05870563085943
2024-10-29 14:40:27 UTC,221,19.92,54.37643997341413
2024-10-29 14:40:57 UTC,222,19.42,54.02782783913898
2024-10-29 14:41:27 UTC,223,18.92,53.6050033708494
2024-10-29 14:41:58 UTC,224,18.42,53.280999953944914
2024-10-29 14:42:28 UTC,225,17.92,53.76270247867716
2024-10-29 14:42:58 UTC,226,17.42,53.80322934769228
2024-10-29 14:43:28 UTC,227,16.92,53.514639340960045
2024-10-29 14:45:54 UTC,228,23.92,55.21723076182477
2024-10-29 14:46:36 UTC,229,23.92,54.80415883692851
2024-10-29 14:47:07 UTC,230,23.92,54.76031139198597
2024-10-29 14:47:37 UTC,231,23.92,55.03773849589245
2024-10-29 14:48:08 UTC,232,23.92,55.19894667630713
2024-10-29 14:48:37 UTC,233,23.92,55.311104982659074
2024-10-29 14:49:08 UTC,234,23.92,55.67006291291867
2024-10-29 15:39:40 UTC,235,24.23,55.06838789586787
2024-10-29 15:40:11 UTC,236,24.23,55.48433648602935
2024-10-29 15:40:41 UTC,237,24.23,55.47573499582216
2024-10-29 15:41:11 UTC,238,24.23,55.56849960929336
2024-10-29 15:41:41 UTC,239,24.23,55.96653512957423
2024-10-29 15:42:11 UTC,240,24.23,55.88073706805434
2024-10-29 15:42:41 UTC,241,24.23,56.34432791392284
2024-10-29 15:43:12 UTC,242,24.23,56.069095723627726
2024-10-29 15:43:42 UTC,243,24.23,56.48321037065507
2024-10-29 15:44:12 UTC,244,24.23,56.22866647048585
2024-10-29 15:44:43 UTC,245,24.23,55.98840069344636
2024-10-29 15:45:14 UTC,246,24.23,56.03101674201825
2024-10-29 15:45:43 UTC,247,24.23,56.398460922735126
2024-10-29 15:46:13 UTC,248,24.23,56.29647634185428
2024-10-29 15:46:43 UTC,249,24.23,56.47948169608365
2024-10-29 15:47:14 UTC,250,24.23,56.79024425248636
2024-10-29 15:47:44 UTC,251,24.23,57.13007444245828
2024-10-29 15:48:14 UTC,252,24.23,57.55212383038669
2024-10-29 15:51:42 UTC,253,24.32,55.43435432094924
2024-10-29 15:52:13 UTC,254,24.22,55.74322612254132
2024-10-29 15:52:43 UTC,255,24.22,55.3585599947813
2024-10-29 15:53:13 UTC,256,24.22,54.914414917337446
2024-10-29 15:53:43 UTC,257,24.22,54.88510404679432
2024-10-29 15:54:14 UTC,258,24.22,55.32932545276982
2024-10-29 15:54:44 UTC,259,24.22,54.85055971360069
2024-10-29 15:55:14 UTC,260,24.22,55.22636810921445
2024-10-29 15:55:45 UTC,261,24.22,54.838735177958526
2024-10-29 15:56:14 UTC,262,24.22,54.644718355604105
2024-10-29 15:56:45 UTC,263,24.22,54.87612976283305
2024-10-29 15:57:15 UTC,264,24.22,55.2566930033701
2024-10-29 15:57:45 UTC,265,24.22,55.50391421664552
2024-10-29 15:58:15 UTC,266,24.22,55.40984506540217
2024-10-29 15:58:46 UTC,267,24.22,55.59878981368725
2024-10-29 15:59:16 UTC,268,24.22,55.35829822873202
2024-10-29 15:59:46 UTC,269,24.22,55.13230230949398
2024-10-29 16:00:16 UTC,270,24.22,55.54600435593537
2024-10-29 16:00:47 UTC,271,24.22,55.98825010295352
2024-10-29 16:01:17 UTC,272,24.22,55.80359288100427
2024-10-30 09:43:40 UTC,273,24.22,55.891020212817736
2024-10-30 09:45:23 UTC,274,24.24,55.60421729987032
2024-10-30 09:45:53 UTC,275,24.34,55.28580764054915
2024-10-30 09:46:25 UTC,276,24.44,54.84158315058892
2024-10-30 09:46:53 UTC,277,24.54,54.93985492669599
2024-10-30 09:47:23 UTC,278,24.64,55.02699741330472
2024-10-30 09:47:54 UTC,279,24.74,55.27380195020449
2024-10-30 09:48:25 UTC,280,24.64,55.4727642002225
2024-10-30 09:48:55 UTC,281,24.54,55.58822921697181
2024-10-30 09:49:25 UTC,282,24.44,55.57401653433792
2024-10-30 09:49:55 UTC,283,24.34,55.47616311486253
2024-10-30 09:50:25 UTC,284,24.24,55.8105671280109
2024-10-30 09:50:55 UTC,285,24.14,55.46057927810879
2024-10-30 09:51:26 UTC,286,24.04,55.70824367938859
2024-10-30 09:51:56 UTC,287,23.94,55.96348543890483
2024-10-30 09:52:26 UTC,288,23.84,55.99369863910415
2024-10-30 09:52:56 UTC,289,23.74,56.24407273570247
2024-10-30 09:53:27 UTC,290,23.64,56.2209908622379
2024-10-30 09:53:57 UTC,291,23.54,56.27068678066332
2024-10-30 09:54:28 UTC,292,23.44,56.62756671463301
2024-10-30 09:54:58 UTC,293,23.34,56.54831065056051
2024-10-30 09:55:28 UTC,294,23.24,56.503045867254045
2024-10-30 09:55:58 UTC,295,23.14,56.76413619341756
2024-10-30 09:56:28 UTC,296,23.04,56.29193516472954
2024-10-30 09:56:59 UTC,297,22.94,56.357592688142354
2024-10-30 09:57:29 UTC,298,22.84,55.89817451270847
2024-10-30 09:57:59 UTC,299,22.74,55.51281785929648
2024-10-30 09:58:29 UTC,300,22.64,55.99188156276237
2024-10-30 09:59:00 UTC,301,22.54,55.9039388294722
2024-10-30 09:59:30 UTC,302,22.44,56.31404837263816
2024-10-30 10:00:00 UTC,303,22.34,56.62287254662228
2024-10-30 10:00:30 UTC,304,22.24,56.58026365833533
2024-10-30 10:01:01 UTC,305,22.14,56.3282149201408
2024-10-30 10:01:31 UTC,306,22.04,56.73313237958181
2024-10-30 10:02:01 UTC,307,21.94,56.59698787442692
2024-10-30 10:02:31 UTC,308,22.04,56.33363363355265
2024-10-30 10:03:02 UTC,309,21.94,56.15974456122326
2024-10-30 10:03:31 UTC,310,22.04,55.69095246661331
2024-10-30 10:04:02 UTC,311,22.14,55.712480740264205
2024-10-30 10:04:32 UTC,312,22.24,55.99345734912139
2024-10-30 10:05:03 UTC,313,22.34,56.08970768683928
2024-10-30 10:05:33 UTC,314,22.44,56.212780003554855
2024-10-30 10:06:03 UTC,315,22.54,56.31685258046954
2024-10-30 10:06:33 UTC,316,22.64,56.36297780274559
2024-10-30 10:07:04 UTC,317,22.54,56.20664447192609
2024-10-30 10:07:34 UTC,318,22.44,56.23318593297647
2024-10-30 10:08:04 UTC,319,22.34,56.5070927144868
2024-10-30 10:08:34 UTC,320,22.24,56.82777244586254
2024-10-30 10:09:05 UTC,321,22.14,56.35551971334403
2024-10-30 10:09:34 UTC,322,22.04,56.64505502845064
2024-10-30 10:10:04 UTC,323,21.94,56.77187114182984
2024-10-30 10:10:35 UTC,324,21.84,56.75207782574723
2024-10-30 10:11:06 UTC,325,21.74,56.964592217042906
2024-10-30 10:11:35 UTC,326,21.64,56.9260243868878
2024-10-30 10:12:06 UTC,327,21.54,56.97217696551862
2024-10-30 10:12:36 UTC,328,21.64,56.970214690223386
2024-10-30 10:13:07 UTC,329,21.54,56.516108995916575
2024-10-30 10:13:37 UTC,330,21.44,56.23727236288674
2024-10-30 10:14:07 UTC,331,21.54,56.36334963694946
2024-10-30 10:14:37 UTC,332,21.64,56.06701848978771
2024-10-30 10:15:08 UTC,333,21.74,56.379303411516815
2024-10-30 10:15:38 UTC,334,21.84,56.14572928917833
2024-10-30 10:16:08 UTC,335,21.94,56.04243985386535
2024-10-30 10:16:39 UTC,336,22.04,55.636707512343634
2024-10-30 10:17:10 UTC,337,21.94,55.95126887095053
2024-10-30 10:17:40 UTC,338,21.84,56.00861087635116
2024-10-30 10:18:10 UTC,339,21.74,56.29964444123792
2024-10-30 10:18:40 UTC,340,21.64,56.23423913807833
2024-10-30 10:19:10 UTC,341,21.54,56.087127678671216
2024-10-30 10:19:41 UTC,342,21.44,56.02809543204592
2024-10-30 10:20:11 UTC,343,21.54,55.55271996278854
2024-10-30 10:20:41 UTC,344,21.44,55.45391801979037
2024-10-30 10:21:11 UTC,345,21.54,55.603742279536974
2024-10-30 10:25:31 UTC,346,24.07,54.09731492227322
2024-10-30 10:26:41 UTC,347,24.0,55.14537075859376
2024-10-30 10:27:24 UTC,348,24.1,54.6999480079148
2024-10-30 10:27:55 UTC,349,24.1,54.78758206587064
2024-10-30 10:28:24 UTC,350,24.1,54.51874706451258
2024-11-01 17:30:31 UTC,351,23.82,55.21116844799894
2024-11-01 17:31:01 UTC,352,23.82,54.9784865325862
2024-11-01 17:31:31 UTC,353,23.82,55.07404804391382
2024-11-01 17:32:01 UTC,354,23.82,54.66262971199024
2024-11-01 17:32:31 UTC,355,23.82,54.83981722099112
2024-11-01 17:33:01 UTC,356,23.82,54.9495320739672
2024-11-01 17:33:31 UTC,357,23.82,54.62904171875577
2024-11-01 17:34:01 UTC,358,23.82,54.327480700678656
2024-11-01 17:34:31 UTC,359,23.82,54.12425977526982
2024-11-01 17:35:02 UTC,360,23.82,53.813904647996544
2024-11-01 17:35:32 UTC,361,23.82,54.073742689150905
2024-11-01 17:36:02 UTC,362,23.82,54.0673208046451
2024-11-01 17:36:32 UTC,363,23.82,54.39447045446872
2024-11-01 17:37:02 UTC,364,23.82,54.33576318450158
2024-11-01 17:37:32 UTC,365,23.82,54.82526950095641
2024-11-01 17:38:02 UTC,366,23.82,54.41727842609707
2024-11-01 17:38:32 UTC,367,23.82,53.925999916803256
2024-11-01 17:39:02 UTC,368,23.82,54.20146552641614
2024-11-01 17:39:32 UTC,369,23.82,54.48131335021003
2024-11-04 19:29:27 UTC,370,23.68,55.32254378433535
2024-11-04 19:29:57 UTC,371,23.58,54.86183729366599
2024-11-04 19:30:28 UTC,372,23.58,54.94096022516775
2024-11-05 11:05:45 UTC,373,24.14,55.87827156175569
2024-11-05 11:15:55 UTC,374,23.8,54.80141824236605
2024-11-05 11:26:20 UTC,375,23.58,54.51549834995143
2024-11-05 11:26:39 UTC,376,23.68,54.44370222528158
2024-11-05 11:27:09 UTC,377,23.68,54.03344234944196
2024-11-05 11:27:39 UTC,378,23.68,53.92948112306663
2024-11-05 11:28:10 UTC,379,23.68,54.196314048629205
2024-11-05 11:28:39 UTC,380,23.68,53.92120870928639
2024-11-05 11:29:10 UTC,381,23.68,54.23622332193382
2024-11-05 11:29:40 UTC,382,23.68,54.53556892672754
2024-11-05 11:30:10 UTC,383,23.68,54.39446345570787
2024-11-05 11:30:41 UTC,384,23.68,54.366877000424005
2024-11-05 11:31:11 UTC,385,23.68,54.482762004933846
2024-11-05 11:31:41 UTC,386,23.68,54.25978373047555
2024-11-05 11:32:12 UTC,387,23.68,53.99122253646546
2024-11-05 11:36:24 UTC,388,23.67,54.688123431391325
2024-11-05 11:36:54 UTC,389,23.67,54.41792409330205
2024-11-05 11:37:25 UTC,390,23.67,54.52242594213163
2024-11-05 11:37:55 UTC,391,23.67,54.41473655157833
2024-11-05 11:38:25 UTC,392,23.67,54.43481510990915
2024-11-05 11:38:56 UTC,393,23.67,54.03316375199051
2024-11-05 11:39:26 UTC,394,23.67,53.652554195711744
2024-11-05 11:39:55 UTC,395,23.67,53.38763273867438
2024-11-05 11:40:27 UTC,396,23.67,53.629097017232205
2024-11-05 11:40:56 UTC,397,23.67,53.18550665688424
2024-11-05 11:41:26 UTC,398,23.67,52.96038795411763
2024-11-05 11:41:57 UTC,399,23.67,52.85781130535629
2024-11-05 11:42:27 UTC,400,23.67,53.11857985424981
2024-11-05 11:42:57 UTC,401,23.67,52.93592749459712
2024-11-05 11:43:28 UTC,402,23.67,53.1536996288346
2024-11-05 11:43:58 UTC,403,23.67,52.66675842291468
2024-11-05 11:44:27 UTC,404,23.67,52.29612320820528
2024-11-05 11:44:58 UTC,405,23.67,52.04842112713283
2024-11-05 11:45:28 UTC,406,23.67,52.14007866654282
2024-11-05 11:47:51 UTC,407,23.7,54.76500809867672
2024-11-05 11:48:28 UTC,408,23.8,54.18716568066237
2024-11-05 11:48:58 UTC,409,23.8,54.41210120319455
2024-11-05 11:49:28 UTC,410,23.8,54.63456056831804
2024-11-05 11:49:59 UTC,411,23.8,54.630220045286485
2024-11-08 19:04:09 UTC,412,24.28,54.55836041201248
